Data,Year
110.65776635308805,1933-11-01
110.65692072174174,1934-02-01
110.6561143776101,1934-05-01
110.6553474976639,1934-09-01
110.65462025887393,1938-02-01
110.65393283821095,1938-11-01
110.65328541264576,1940-07-01
110.6526781591491,1941-10-01
110.65211125469179,1946-01-01
110.65158487624458,1946-02-01
110.65109920077826,1948-02-01
110.65065440526358,1950-12-01
110.65025066667135,1951-02-01
110.64988816197233,1954-10-01
110.6495670681373,1954-12-01
110.64928756213702,1957-05-01
110.6490498209423,1963-07-01
110.64885402152389,1966-10-01
110.64870034085257,1969-05-01
110.64858895589913,1970-02-01
110.64852004363432,1972-10-01
110.64849378102895,1972-12-01
110.64851034505378,1975-07-01
110.64856991267958,1976-08-01
110.64867266087714,1976-10-01
110.64881876661723,1977-10-01
110.64900840687062,1977-11-01
110.64924175860808,1978-04-01
110.64951899880043,1979-08-01
110.6498403044184,1983-08-01
110.65020585243278,1984-07-01
110.65061581981435,1984-09-01
110.65107038353389,1985-02-01
110.65156972056216,1985-12-01
110.65211400786997,1986-08-01
110.65270342242806,1986-09-01
110.65333814120723,1988-01-01
110.65401834117824,1988-06-01
110.65474419931188,1989-10-01
110.65551589257892,1991-12-01
110.65633359795012,1993-09-01
110.65719749239629,1994-02-01
110.6581077528882,1997-05-01
110.6590645563966,1998-03-01
110.6600680798923,1998-07-01
110.66111850034605,1999-02-01
110.66221599472864,2000-12-01
110.66336074001083,2002-01-01
110.66455291316342,1930-11-01
110.66579269115718,1932-09-01
110.66708025096288,1933-06-01
110.6684157695513,1935-03-01
110.66979942389321,1936-09-01
110.6712313909594,1936-10-01
110.67271184772063,1942-11-01
110.6742409711477,1946-11-01
110.67581893821135,1948-12-01
110.6774459258824,1950-10-01
110.67912211113159,1954-08-01
110.68084767092972,1955-10-01
110.68262278224755,1956-08-01
110.68444762205587,1957-06-01
110.68632236732545,1963-05-01
110.68824719502706,1964-03-01
110.69022228213149,1964-06-01
110.69224780560951,1965-03-01
110.6943239424319,1965-06-01
110.69645086956943,1967-03-01
110.69862876399289,1967-06-01
110.70085780267303,1967-11-01
110.70313816258064,1968-02-01
110.70547002068652,1968-03-01
110.70785355396141,1970-01-01
110.7102889393761,1971-04-01
110.71277635390138,1973-07-01
110.71531597450802,1974-07-01
110.71790797816678,1977-01-01
110.72055254184845,1977-07-01
110.7232498425238,1977-08-01
110.72600005716362,1977-12-01
110.72880336273867,1982-08-01
110.73165993621974,1983-04-01
110.73456995457761,1984-05-01
110.73753359478305,1986-02-01
110.74055103380681,1986-04-01
110.7436224486197,1989-01-01
110.7467480161925,1989-04-01
110.74992791349597,1994-08-01
110.75316231750088,1995-02-01
110.75645140517801,1995-09-01
110.75979535349816,1996-02-01
110.76319433943209,1996-10-01
110.76664853995057,1997-07-01
110.77015813202438,1997-12-01
110.7737232926243,1998-05-01
110.77734419872111,1999-08-01
110.78102102728558,1999-09-01
110.78475395528848,2000-05-01
110.78854315970061,2001-08-01
110.79238881749272,2003-10-01
110.7962911056356,2004-04-01
110.80025020110003,1933-09-01
110.80426628085678,1940-03-01
110.80833952187663,1941-05-01
110.81247010113034,1944-09-01
110.81665819558872,1949-12-01
110.82090398222252,1951-10-01
110.82520763800252,1952-03-01
110.8295693398995,1956-03-01
110.83398926488425,1959-11-01
110.83846758992752,1960-03-01
110.8430044920001,1961-08-01
110.84760014807277,1963-08-01
110.8522547351163,1964-11-01
110.85696843010147,1972-04-01
